"m","train.mse","validate.mse","train.r2","validate.r2","true.lengthscale","train.lp","validate.lp","l","k","s","d","g","S","RandKcorrected","SDtoVARcorrected","train.coverage95","validate.coverage95","train.coverage80","validate.coverage80","train.coverage50","validate.coverage50","iter","elapsed"
"bdr-landmarks-conjugacy",0.548950257225819,0.532174725165988,0.666573375633329,0.701302950648629,1.62806482813983,-0.497742495118516,-0.527519985511725,1,30,0.01,"chi2-manual-10","true","false","agree with python","true",0.947,0.94,0.803,0.804,0.507,0.516,200,1523.514
