"m","train.mse","validate.mse","train.r2","validate.r2","true.lengthscale","train.lp","validate.lp","l","k","s","d","g","S","RandKcorrected","SDtoVARcorrected","train.coverage95","validate.coverage95","train.coverage80","validate.coverage80","train.coverage50","validate.coverage50","iter","elapsed"
"bdr-landmarks-conjugacy",0.906109825940304,0.945522463735704,0.544912210208673,0.55736474073115,1.64711327709843,-0.858118041504481,-0.8929929281664,1,30,0.01,"chi2-manual-25","true","false","agree with python","true",0.95,0.938,0.819,0.79,0.498,0.484,200,1489.646
