"y","mu","sd","lp"
4.06596570766393,4.34516553135324,0.487817161202386,-0.387890907618037
5.89324343750473,6.62396517589911,0.48997605593156,-1.32162440724592
4.08944485923084,4.18308120671307,0.462648376609428,-0.230098869761624
4.96679538943185,5.52196786734021,0.483397970315051,-0.839981977699574
6.50696989777819,6.52490059745614,0.517927195147898,-0.220897319012139
5.04077683834268,4.97319564117494,0.509811119716412,-0.236180060044349
7.05439015349626,6.51592931823761,0.489137797945269,-0.871546116330098
6.12305499178383,5.5618462554641,0.476925489586575,-0.917430481171934
6.85379752308269,6.72905423411591,0.497917564304928,-0.233158156481345
6.06367296703386,6.51031032515423,0.498968967168384,-0.613599727566528
5.84590262464042,6.70549283833662,0.498940027234761,-1.74092570243527
7.6183681253755,7.38087352550009,0.502570633092651,-0.346003166742695
7.98521516279339,7.18499548734349,0.469300519187583,-1.47046092364512
7.61255387910282,7.25891276455229,0.522598071585834,-0.515902041601062
7.81243256061903,7.25071931747337,0.46775417030867,-0.815403674279164
4.70945084772141,4.79901406866402,0.502378438638094,-0.223141546909407
4.29365259226319,4.42413669648936,0.497958329208031,-0.239931301807399
5.90756391839779,5.37995795729934,0.469064983801623,-0.699899796474576
5.04480855482488,5.21520961914503,0.504350265281819,-0.263041671578058
4.48788089573113,4.36366316822716,0.500063071738763,-0.233863704241855
5.92087951812025,5.99309196369127,0.476815123798251,-0.225239309220472
4.4034616808789,4.45848631126761,0.459693083867818,-0.225650639875658
5.53672876211733,5.57498769925075,0.522084643224753,-0.222580656765219
4.441519131498,5.07587393114574,0.492781793369593,-1.05053505045232
7.63808392149755,7.52734773916744,0.498902131304699,-0.260999488725486
6.58950158968519,6.64099919046441,0.515943599627148,-0.219702754100728
6.09537950772462,5.71573404439311,0.50145433027016,-0.503721965578693
6.16828027736445,6.36275373512895,0.519855030776873,-0.303416955643788
7.3921737471214,7.09016046528544,0.500033032146305,-0.439356801873664
5.13520741559851,5.17892454270092,0.508184636422745,-0.225083024823474
7.18724116942402,6.688548274218,0.472939630188557,-0.719990028940305
4.83093845060109,4.73783268802654,0.49370182288919,-0.230613781946104
7.97064874111572,7.26126140774948,0.480818689099029,-1.18606272527867
4.93609958882093,5.18360932804545,0.472802186737699,-0.332370992360914
7.98225697161149,7.18784784937311,0.520428118139562,-1.51892823771865
7.5188458737882,7.00770237343335,0.52719325917072,-0.789662395935875
5.77696398752418,5.73380953279577,0.473307960328926,-0.222006349714923
6.35862215262122,5.90028078050828,0.507922795078267,-0.758057018192324
6.18180765041537,5.53242234032807,0.479067991978181,-0.924485471063484
6.0037983939634,5.54701640620306,0.502298794890737,-0.585809737849768
5.20664945452409,5.97608894988406,0.4930548484648,-1.41507830333577
7.57766249474996,7.46879247223583,0.501280684810924,-0.248281675755029
7.17675686552853,7.47962146896031,0.478407001436462,-0.444675365894283
5.60237583260443,5.22347153533333,0.492284361782245,-0.492542660591562
6.97051264005482,7.17768862495876,0.477831148419615,-0.312958028076362
5.21403413160814,5.5005236484445,0.47440771971386,-0.456080399128498
5.34730373930027,5.99484512786836,0.507209284341392,-1.07566779085407
7.88179451394256,6.9172501096584,0.474936810552568,-2.21827952573528
5.04903432556963,5.70655546308245,0.515160165967216,-1.14919688411478
5.26950138022891,5.87471858479134,0.477362188665585,-0.993622076686
4.28042375172919,4.69479986004244,0.483672670011163,-0.640167576699504
5.73009670654149,5.51507671260453,0.489079047777694,-0.328107999026782
5.70498043334064,5.67655049526706,0.486134685930513,-0.217905403034649
6.59742706508522,6.47060854195541,0.471839116280098,-0.239356864340843
4.06107614446769,4.60365370993853,0.505569927654099,-0.768690090492512
6.78119150027017,7.31253597058529,0.500241024435387,-0.714698947679416
6.13900165822833,6.15270969320974,0.494628893998856,-0.218081717155946
6.38098205699816,7.2550014004356,0.496606407817065,-1.71651547489616
4.26556535563182,4.36220669538654,0.513501392752965,-0.232109516088894
5.51876508066135,5.21087662279782,0.541922566507508,-0.406315924800281
7.82166983259588,7.87009396475743,0.484477146709841,-0.224146114644081
4.02231363996026,3.90488283033483,0.508376724983885,-0.243438099453484
4.47602000293323,4.63917226428096,0.491636860448928,-0.277261957226476
7.83580811954119,7.58593766745694,0.490929172204704,-0.410800959265984
4.11645930429575,4.36494651315138,0.509744507938078,-0.331172529573716
6.93382847640917,6.14429714091323,0.489999566838412,-1.324089294233
6.87106563618718,6.75018474995163,0.466512892110607,-0.269746193076066
7.32209027444801,6.65784899579724,0.48907747149793,-1.0926927332064
4.60478919564751,5.21721736363049,0.487663092966095,-1.02127161289626
5.33464541057662,5.85581498728381,0.485385787784073,-0.771867894488051
4.88119273217037,4.22321847809851,0.489812874483276,-0.993941372659143
7.44809681591998,7.14485178265369,0.47907804362066,-0.468998662020511
6.98483060908688,6.62157093590327,0.515130127099312,-0.48677078495926
7.67229952962372,7.39232726481393,0.520806140065611,-0.375349639942203
7.23664940580112,6.49514753220553,0.464986469583832,-1.3204899861079
7.00746192428044,6.61014874213887,0.47993742253388,-0.554347631634051
5.40942508601591,6.32543461814898,0.474341709905172,-1.95209853445934
7.00482182241046,7.24841210437055,0.512476012369661,-0.344487605147483
7.02093463969342,6.39802142199409,0.513128837640595,-0.910057672197185
5.14858656833399,5.20671399654336,0.485514278556129,-0.223607780505176
5.30140262584104,5.02564086331502,0.522040376514083,-0.376609019163275
4.91932527277366,5.67031972719709,0.487900656829404,-1.35485439549892
